HumanGeneID,MouseOrthologGeneID,Symbol,Synonyms,Description,MitoCarta3.0_List,MitoCarta3.0_Evidence,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,TrainingDataset,MitoCarta2.0_Score,MitoCarta2.0_FDR,MitoCarta2.0_List,MitoCarta2.0_Evidence,EnsemblGeneID_mapping_version_20200130,UniProt,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,hg19_Chromosome,hg19_Start,hg19_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_Main_Location_2020 (Reliability)
23787,56462.0,MTCH1,CGI-64|PIG60|PSAP|SLC25A49,mitochondrial carrier 1,MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, MS/MS++",MOM,Small molecule transport > SLC25A family,Tmito,17.3541,0.0,1.0,"literature, yeast mito homolog+, mito protein domain+, MS/MS++",ENSG00000137409,Q9NZJ7,389,,MitoDomain,2.0,-0.28,OrthologMitoLowConf,NoHomolog,50-75pure,chr6,36935910.0,36954327.0,12.0,19.0,311.0,4690000000.0,52.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",9.0,8.6,9.0,8.6,8.2,,7.3,,8.6,7.9,8.5,7.9,8.8,8.2,
51499,69076.0,TRIAP1,HSPC132|MDM35|P53CSV|WF-1,TP53 regulated inhibitor of apoptosis 1,MitoCarta3.0,"literature, yeast mito homolog++, mito protein domain, induction, MS/MS++",IMS,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,Tmito,17.3524,0.0,1.0,"literature, yeast mito homolog++, mito protein domain, induction, MS/MS++",ENSG00000170855,O43715,76,,SharedDomain,3.0,1.25,OrthologMitoHighConf,NoHomolog,50-75pure,chr12,120881763.0,120884215.0,3.0,6.0,9.0,70100000.0,61.0,"adipose, stomach, placenta",,,,,,,,,7.6,,,6.9,7.3,,Mitochondria;Nucleoplasm (Approved)
55037,69956.0,PTCD3,MRP-S39,pentatricopeptide repeat domain 3,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, mito protein domain+, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Tmito,17.2962,0.0,1.0,"literature, APEX_matrix, targetP signal+, mito protein domain+, MS/MS++",ENSG00000132300,Q96EY7,689,1.0,MitoDomain,,,NoMitoHomolog,NoHomolog,50-75pure,chr2,86333304.0,86369280.0,14.0,46.0,447.0,7980000000.0,65.0,all 14,8.5,8.3,8.3,8.5,9.0,8.7,7.3,8.3,8.8,9.0,9.3,8.4,9.0,8.6,Mitochondria (Supported)
1352,70383.0,COX10,-,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10,MitoCarta3.0,"literature, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++",MIM,OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Heme synthesis and processing | OXPHOS > OXPHOS assembly factors,Tmito,17.2748,0.0,1.0,"literature, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++",ENSG00000006695,Q12887,443,5.0,SharedDomain,46.0,1.25,HomologMitoHighConf,Homolog,,chr17,13972718.0,14111996.0,,,,,,,,,,,,,,,,,,,,,Mitochondria (Supported)
8165,11640.0,AKAP1,AKAP|AKAP121|AKAP149|AKAP84|D-AKAP1|PPP1R43|PRKA1|SAKAP84|TDRD17,A-kinase anchoring protein 1,MitoCarta3.0,"literature, mito protein domain, induction, coexpression++, MS/MS+",MOM,Signaling > cAMP-PKA signaling,Tmito,17.2637,0.0,1.0,"literature, mito protein domain, induction, coexpression++, MS/MS+",ENSG00000121057,Q92667,903,,SharedDomain,41.0,1.88,NoMitoHomolog,NoHomolog,25-50pure,chr17,55162552.0,55198710.0,3.0,18.0,58.0,688000000.0,33.0,"cerebellum, skeletalmuscle, testis",,7.3,,,,,,6.2,,,,,,8.8,Mitochondria (Supported)
55178,67390.0,MRM3,RMTL1|RNMTL1,mitochondrial rRNA methyltransferase 3,MitoCarta3.0,"APEX_matrix, GFP, targetP signal+, mito protein domain+, induction, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Tmito,17.2624,0.0,1.0,"APEX_matrix, GFP, targetP signal+, mito protein domain+, induction, coexpression",ENSG00000171861,Q9HC36,420,1.0,MitoDomain,25.0,1.83,NoMitoHomolog,NoHomolog,,chr17,685512.0,695741.0,,,,,,,,,,,,,,,,,,,,,Mitochondria (Supported)
204,11637.0,AK2,ADK2,adenylate kinase 2,MitoCarta3.0,"literature, APEX_IMS, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++",IMS,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Tmito,17.2313,0.0,1.0,"literature, APEX_IMS, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++",ENSG00000004455,P54819,239,,SharedDomain,35.0,,HomologMitoLowConf,Homolog,75-100pure,chr1,33473540.0,33502512.0,14.0,24.0,1178.0,79100000000.0,84.0,all 14,9.0,8.9,9.1,8.8,9.8,10.2,8.8,8.0,10.1,10.0,9.4,9.1,10.1,10.1,
54968,70397.0,TMEM70,MC5DN2,transmembrane protein 70,MitoCarta3.0,"literature, APEX_matrix, mito protein domain+, coexpression++, MS/MS",MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,17.2263,0.0,1.0,"literature, APEX_matrix, mito protein domain+, coexpression++, MS/MS",ENSG00000175606,Q9BUB7,260,4.0,MitoDomain,46.0,0.33,NoMitoHomolog,NoHomolog,0-25pure,chr8,74888376.0,74895018.0,13.0,5.0,78.0,918000000.0,13.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.1,7.7,8.3,7.6,,7.6,7.6,7.6,8.0,7.8,8.0,7.6,7.5,7.7,Mitochondria (Supported)
84273,56412.0,NOA1,C4orf14|MTG3|hAtNOS1|hNOA1|mAtNOS1,nitric oxide associated 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, coexpression",MIM,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Tmito,17.1851,0.0,1.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, coexpression",ENSG00000084092,Q8NC60,698,1.0,SharedDomain,17.0,,OrthologMitoHighConf,NoHomolog,0-25ambig,chr4,57829515.0,57843826.0,2.0,7.0,9.0,70100000.0,12.0,"adipose, largeintestine",,,,,,,,,7.3,,7.7,,,,Mitochondria (Supported)
63933,76137.0,MCUR1,C6orf79|CCDC90A|FMP32,mitochondrial calcium uniporter regulator 1,MitoCarta3.0,"APEX_matrix, yeast mito homolog+, mito protein domain+, induction, MS/MS",MIM,0,Tmito,17.1844,0.0,1.0,"APEX_matrix, yeast mito homolog+, mito protein domain+, induction, MS/MS",ENSG00000050393,Q96AQ8,359,5.0,MitoDomain,,1.22,OrthologMitoLowConf,NoHomolog,25-50ambig,chr6,13786780.0,13814792.0,12.0,22.0,120.0,2390000000.0,40.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta",7.7,7.8,8.0,7.9,8.8,,8.2,6.9,8.8,8.4,8.4,8.1,7.7,,
51522,66154.0,TMEM14C,C6orf53|HSPC194|MSTP073|NET26|bA421M1.6,transmembrane protein 14C,MitoCarta3.0,"literature, mito protein domain+, induction, coexpression, MS/MS+",MIM,0,Tmito,17.1833,0.0,1.0,"literature, mito protein domain+, induction, coexpression, MS/MS+",ENSG00000111843|ENSG00000284936,Q9P0S9,112,,MitoDomain,10.0,0.93,HomologMitoLowConf,NoHomolog,75-100ambig,chr6,10723147.0,10731362.0,14.0,6.0,232.0,4440000000.0,97.0,all 14,8.5,8.6,8.2,7.4,8.9,8.7,7.6,8.0,8.5,8.8,8.6,8.5,8.5,8.2,
4717,66377.0,NDUFC1,KFYI,NADH:ubiquinone oxidoreductase subunit C1,MitoCarta3.0,"literature, targetP signal+, mito protein domain+, coexpression++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,Tmito,17.1335,0.0,1.0,"literature, targetP signal+, mito protein domain+, coexpression++",ENSG00000109390,O43677,76,1.0,MitoDomain,49.0,,NoMitoHomolog,NoHomolog,,chr4,140211070.0,140223705.0,,,,,,,,,,,,,,,,,,,,,Mitochondria (Supported)
51318,66223.0,MRPL35,L35mt|MRP-L35,mitochondrial ribosomal protein L35,MitoCarta3.0,"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,17.0797,0.0,1.0,"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression++",ENSG00000132313,Q9NZE8,188,2.0,SharedDomain,48.0,1.71,NoMitoHomolog,NoHomolog,0-25ambig,chr2,86426555.0,86440477.0,2.0,5.0,8.0,122000000.0,20.0,"largeintestine, testis",,,,,,,,,,,7.6,,,7.9,
4696,66091.0,NDUFA3,B9|CI-B9,NADH:ubiquinone oxidoreductase subunit A3,MitoCarta3.0,"literature, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,Tmito,17.0508,0.0,1.0,"literature, induction, coexpression++, MS/MS++",ENSG00000170906|ENSG00000273642|ENSG00000274359|ENSG00000275605|ENSG00000275724|ENSG00000276061|ENSG00000276220|ENSG00000276766|ENSG00000277722|ENSG00000278365,O95167,84,,,48.0,0.79,NoMitoHomolog,NoHomolog,50-75pure,chr19,54606159.0,54610281.0,14.0,7.0,397.0,16800000000.0,67.0,all 14,9.2,9.1,9.3,8.7,9.5,8.9,8.9,8.8,9.0,9.1,9.0,9.1,8.8,8.7,
23590,56075.0,PDSS1,COQ1|COQ10D2|COQ1A|DPS|SPS|TPRT|TPT|TPT 1|hDPS1,decaprenyl diphosphate synthase subunit 1,MitoCarta3.0,"APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression",MIM,Metabolism > Metals and cofactors > Coenzyme Q metabolism,Tmito,17.0241,0.0,1.0,"APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression",ENSG00000148459,Q5T2R2,415,2.0,SharedDomain,20.0,,OrthologMitoLowConf,Homolog,0-25ambig,chr10,26986594.0,27035726.0,4.0,4.0,11.0,60700000.0,13.0,"skeletalmuscle, largeintestine, placenta, testis",,,,,,,,6.4,,,7.7,,6.5,6.1,Cytosol (Approved)
8034,73132.0,SLC25A16,D10S105E|GDA|GDC|HGT.1|ML7|hML7,solute carrier family 25 member 16,MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS",MIM,Small molecule transport > SLC25A family,Tmito,16.9789,0.0,1.0,"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS",ENSG00000122912,P16260,332,,MitoDomain,23.0,,OrthologMitoLowConf,NoHomolog,25-50ambig,chr10,70242089.0,70287280.0,9.0,12.0,33.0,359000000.0,34.0,"cerebrum, brainstem, spinalcord, liver, adipose, largeintestine, stomach, placenta, testis",7.1,,8.2,7.0,,7.5,,,7.4,,7.6,6.7,7.6,7.6,Mitochondria (Approved)
154791,66117.0,FMC1,C7orf55|HSPC268,formation of mitochondrial complex V assembly factor 1 homolog,MitoCarta3.0,"literature, APEX_matrix, targetP signal, induction, coexpression++, MS/MS",Matrix,OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,16.9759,0.0,1.0,"literature, APEX_matrix, targetP signal, induction, coexpression++, MS/MS",ENSG00000164898,0,113,2.0,,48.0,1.19,NoMitoHomolog,NoHomolog,25-50ambig,chr7,139025877.0,139031065.0,13.0,6.0,77.0,2130000000.0,49.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.0,7.7,8.3,8.1,8.3,8.1,7.9,,8.1,8.2,8.6,8.5,8.1,7.9,Mitochondria (Approved)
6296,20216.0,ACSM3,SA|SAH,acyl-CoA synthetase medium chain family member 3,MitoCarta3.0,"literature, targetP signal+, Rickettsial homolog, mito protein domain, MS/MS++",Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation,Tmito,16.9674,0.0,1.0,"literature, targetP signal+, Rickettsial homolog, mito protein domain, MS/MS++",ENSG00000005187,Q53FZ2,586,1.0,SharedDomain,3.0,,HomologMitoLowConf,Homolog,50-75pure,chr16,20775311.0,20808479.0,6.0,42.0,359.0,28200000000.0,67.0,"kidney, liver, adipose, smallintestine, largeintestine, stomach",,,,,10.3,9.2,,,9.1,5.9,9.7,6.6,,,
137682,76947.0,NDUFAF6,C8orf38|FRTS5|MC1DN17,NADH:ubiquinone oxidoreductase complex assembly factor 6,MitoCarta3.0,"literature, targetP signal, mito protein domain, induction, coexpression++, MS/MS",MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,16.9393,0.0,1.0,"literature, targetP signal, mito protein domain, induction, coexpression++, MS/MS",ENSG00000156170,Q330K2,333,3.0,SharedDomain,44.0,1.31,NoMitoHomolog,NoHomolog,25-50ambig,chr8,96037213.0,96070944.0,5.0,9.0,22.0,169000000.0,35.0,"adipose, smallintestine, largeintestine, placenta, testis",,,,,,,,,7.2,7.8,7.2,,7.3,7.7,
7350,22227.0,UCP1,SLC25A7|UCP,uncoupling protein 1,MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS",MIM,Small molecule transport > SLC25A family,Tmito,16.9291,0.0,1.0,"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS",ENSG00000109424,P25874,307,,MitoDomain,16.0,,OrthologMitoLowConf,NoHomolog,50-75ambig,chr4,141481049.0,141489959.0,1.0,15.0,41.0,1170000000.0,61.0,adipose,,,,,,,,,9.1,,,,,,
94081,14057.0,SFXN1,SLC56A1|TCC,sideroflexin 1,MitoCarta3.0,"literature, mito protein domain+, coexpression, MS/MS++",MIM,Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > Sideroflexins,Tmito,16.8968,0.0,1.0,"literature, mito protein domain+, coexpression, MS/MS++",ENSG00000164466,Q9H9B4,322,,MitoDomain,14.0,,HomologMitoLowConf,NoHomolog,75-100pure,chr5,174905513.0,174955621.0,13.0,26.0,992.0,58800000000.0,81.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",9.6,9.2,9.3,9.0,10.1,9.5,,6.9,10.0,9.9,9.5,9.0,9.9,9.5,Mitochondria (Enhanced)
51218,73046.0,GLRX5,C14orf87|FLB4739|GRX5|PR01238|PRO1238|PRSA|SIDBA3|SPAHGC,glutaredoxin 5,MitoCarta3.0,"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,Tmito,16.8965,0.0,1.0,"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",ENSG00000182512,Q86SX6,157,4.0,SharedDomain,7.0,,OrthologMitoLowConf,Homolog,25-50pure,chr14,96001322.0,96011055.0,14.0,8.0,223.0,10900000000.0,39.0,all 14,8.6,8.5,8.7,8.6,9.2,9.2,8.2,8.0,9.1,9.0,9.0,8.8,9.2,8.9,Mitochondria (Supported)
138428,329384.0,PTRH1,C9orf115|PTH1,peptidyl-tRNA hydrolase 1 homolog,MitoCarta3.0,"APEX_matrix, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS",Matrix,0,Tmito,16.8566,0.0,1.0,"APEX_matrix, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS",ENSG00000187024,Q86Y79,214,3.0,SharedDomain,1.0,,OrthologMitoHighConf,Ortholog,25-50ambig,chr9,130476226.0,130477936.0,5.0,4.0,21.0,298000000.0,34.0,"cerebrum, cerebellum, brainstem, largeintestine, placenta",7.2,7.3,7.3,,,,,,,,7.3,,8.4,,
64963,67994.0,MRPS11,HCC-2|MRP-S11|S11mt,mitochondrial ribosomal protein S11,MitoCarta3.0,"literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,16.8275,0.0,1.0,"literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS",ENSG00000181991,P82912,194,2.0,SharedDomain,13.0,0.77,NoMitoHomolog,Homolog,50-75ambig,chr15,89010683.0,89021861.0,14.0,11.0,124.0,1860000000.0,64.0,all 14,8.2,7.8,7.8,7.3,8.4,8.1,7.7,7.7,8.0,7.8,8.5,7.7,8.6,8.3,Mitochondria (Supported)
63929,321003.0,XPNPEP3,APP3|ICP55|NPHPL1,X-prolyl aminopeptidase 3,MitoCarta3.0,"literature, APEX_matrix, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",Matrix,"Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | Protein import, sorting and homeostasis > Protein homeostasis > Proteases",Tmito,16.7746,0.0,1.0,"literature, APEX_matrix, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",ENSG00000196236,Q9NQH7,507,4.0,SharedDomain,20.0,,HomologMitoHighConf,Homolog,25-50pure,chr22,41253084.0,41328823.0,8.0,14.0,55.0,709000000.0,39.0,"cerebrum, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.2,,,,,7.6,,,8.5,7.0,6.9,7.3,8.2,8.2,
54704,381511.0,PDP1,PDH|PDP|PDPC|PPM2A|PPM2C,pyruvate dehyrogenase phosphatase catalytic subunit 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, MS/MS++",MIM,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,Tmito,16.711,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, MS/MS++",ENSG00000164951,Q9P0J1,562,2.0,SharedDomain,2.0,,OrthologMitoLowConf,NoHomolog,50-75pure,chr8,94929082.0,94938296.0,10.0,24.0,61.0,1220000000.0,53.0,"cerebrum, cerebellum, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.4,7.0,,7.5,,,,9.0,7.7,7.1,7.0,6.7,6.8,8.2,Nucleoplasm (Supported)
1632,13177.0,ECI1,DCI,enoyl-CoA delta isomerase 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, mito protein domain, coexpression+, MS/MS++",Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation,Tmito,16.6712,0.0,1.0,"literature, APEX_matrix, targetP signal, mito protein domain, coexpression+, MS/MS++",ENSG00000167969,P42126,302,2.0,SharedDomain,32.0,,NoMitoHomolog,NoHomolog,50-75pure,chr16,2289872.0,2301602.0,14.0,23.0,1275.0,124000000000.0,68.0,all 14,9.3,9.1,9.5,9.6,9.8,10.5,10.3,9.1,10.4,9.9,9.8,9.9,9.8,9.6,Mitochondria (Enhanced)
89874,217593.0,SLC25A21,MTDPS18|ODC|ODC1,solute carrier family 25 member 21,MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, MS/MS++",MIM,Metabolism > Amino acid metabolism | Small molecule transport > SLC25A family,Tmito,16.6691,0.0,1.0,"literature, yeast mito homolog+, mito protein domain+, MS/MS++",ENSG00000183032,Q9BQT8,299,,MitoDomain,,,OrthologMitoLowConf,NoHomolog,50-75pure,chr14,37147125.0,37641865.0,4.0,15.0,28.0,1910000000.0,56.0,"spinalcord, kidney, liver, testis",,,,7.1,8.5,8.2,,,,,,,,9.1,
123096,214663.0,SLC25A29,C14orf69|CACL|ORNT3,solute carrier family 25 member 29,MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, MS/MS++",MIM,Metabolism > Amino acid metabolism > Lysine metabolism | Small molecule transport > SLC25A family,Tmito,16.6691,0.0,1.0,"literature, yeast mito homolog+, mito protein domain+, MS/MS++",ENSG00000197119,Q8N8R3,303,,MitoDomain,2.0,,OrthologMitoLowConf,NoHomolog,50-75pure,chr14,100757452.0,100772860.0,2.0,15.0,67.0,2600000000.0,73.0,"placenta, testis",,,,,,,,,,,,,9.4,7.7,
283130,107375.0,SLC25A45,-,solute carrier family 25 member 45,MitoCarta3.0,"yeast mito homolog+, mito protein domain+, MS/MS++",MIM,Small molecule transport > SLC25A family,Tpossible_mito,16.6691,0.0,1.0,"yeast mito homolog+, mito protein domain+, MS/MS++",ENSG00000162241,Q8N413,288,,MitoDomain,2.0,,OrthologMitoLowConf,NoHomolog,50-75pure,chr11,65142662.0,65151172.0,6.0,17.0,147.0,4800000000.0,74.0,"liver, adipose, smallintestine, stomach, placenta, testis",,,,,,8.2,,,6.5,9.4,,7.1,6.9,9.3,Nucleoplasm (Approved)
57001,71238.0,SDHAF3,ACN9|DC11|LYRM10|Sdh7,succinate dehydrogenase complex assembly factor 3,MitoCarta3.0,"targetP signal, yeast mito homolog++, coexpression+, MS/MS",Matrix,OXPHOS > Complex II > CII assembly factors | OXPHOS > OXPHOS assembly factors,Tpossible_mito,16.6673,0.0,1.0,"targetP signal, yeast mito homolog++, coexpression+, MS/MS",ENSG00000196636,Q9NRP4,125,3.0,,32.0,,OrthologMitoHighConf,NoHomolog,25-50ambig,chr7,96745904.0,96811075.0,2.0,4.0,7.0,24300000.0,38.0,"adipose, testis",,,,,,,,,6.5,,,,,7.3,Mitochondria (Approved)
51012,66390.0,PRELID3B,C20orf45|SLMO2|dJ543J19.5,PRELI domain containing 3B,MitoCarta3.0,"GFP, yeast mito homolog+, mito protein domain+, induction, coexpression",IMS,Metabolism > Lipid metabolism > Phospholipid metabolism,Tmito,16.6353,0.0,1.0,"GFP, yeast mito homolog+, mito protein domain+, induction, coexpression",ENSG00000101166,Q9Y3B1,194,,MitoDomain,25.0,1.69,OrthologMitoLowConf,NoHomolog,,chr20,57608199.0,57617901.0,,,,,,,,,,,,,,,,,,,,,Nucleoplasm (Approved)
51629,68066.0,SLC25A39,CGI-69|CGI69,solute carrier family 25 member 39,MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, induction, coexpression",MIM,Small molecule transport > SLC25A family,Tmito,16.6353,0.0,1.0,"literature, yeast mito homolog+, mito protein domain+, induction, coexpression",ENSG00000013306,Q9BZJ4,359,,MitoDomain,21.0,2.03,OrthologMitoLowConf,NoHomolog,,chr17,42396992.0,42402217.0,,,,,,,,,,,,,,,,,,,,,
4709,66495.0,NDUFB3,B12|CI-B12|MC1DN25,NADH:ubiquinone oxidoreductase subunit B3,MitoCarta3.0,"literature, APEX_IMS, APEX_matrix, mito protein domain+, coexpression+, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,Tmito,16.6293,0.0,1.0,"literature, APEX_IMS, APEX_matrix, mito protein domain+, coexpression+, MS/MS++",ENSG00000119013,O43676,98,,MitoDomain,33.0,,NoMitoHomolog,NoHomolog,50-75pure,chr2,201936461.0,201950473.0,14.0,10.0,270.0,33900000000.0,73.0,all 14,9.5,9.3,9.6,9.1,9.9,9.4,9.3,8.9,9.3,9.5,9.3,9.2,9.0,8.9,
25996,104444.0,REXO2,CGI-114|REX2|RFN|SFN,RNA exonuclease 2,MitoCarta3.0,"APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, MS/MS+",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Tmito,16.5842,0.0,1.0,"APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, MS/MS+",ENSG00000076043,Q9Y3B8,237,2.0,SharedDomain,4.0,-0.57,OrthologMitoHighConf,NoHomolog,25-50pure,chr11,114310107.0,114321000.0,14.0,12.0,161.0,3790000000.0,48.0,all 14,8.8,8.6,8.8,8.3,7.2,8.2,7.1,7.0,8.6,8.1,8.5,8.0,8.9,7.6,Mitochondria (Supported)
2628,67092.0,GATM,AGAT|AT|CCDS3|FRTS1,glycine amidinotransferase,MitoCarta3.0,"literature, targetP signal, mito protein domain+, MS/MS++",Matrix,Metabolism > Nucleotide metabolism > Creatine metabolism,Tmito,16.5759,0.0,1.0,"literature, targetP signal, mito protein domain+, MS/MS++",ENSG00000171766,P50440,423,2.0,MitoDomain,2.0,-0.53,NoMitoHomolog,NoHomolog,75-100pure,chr15,45653321.0,45670980.0,6.0,47.0,1010.0,136000000000.0,87.0,"spinalcord, kidney, liver, stomach, placenta, testis",,,,7.5,9.9,7.7,,,,,,7.1,11.1,9.3,Mitochondria (Supported)
26515,14356.0,TIMM10B,FXC1|TIM10B|Tim9b,translocase of inner mitochondrial membrane 10B,MitoCarta3.0,"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, MS/MS+",MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting",Tmito,16.5126,0.0,1.0,"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, MS/MS+",ENSG00000132286,Q9Y5J6,103,4.0,MitoDomain,4.0,,OrthologMitoLowConf,NoHomolog,75-100ambig,chr11,6502676.0,6505911.0,12.0,10.0,77.0,769000000.0,93.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, largeintestine, stomach, placenta, testis",8.2,8.0,8.1,7.9,7.9,6.8,6.0,,7.6,,7.7,6.8,7.4,7.9,
54938,71984.0,SARS2,SARS|SARSM|SERS|SYS|SerRS|SerRSmt|mtSerRS,"seryl-tRNA synthetase 2, mitochondrial",MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS",Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,Tmito,16.4733,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS",ENSG00000104835|ENSG00000283104,Q9NP81,520,2.0,SharedDomain,3.0,,OrthologMitoHighConf,Homolog,25-50ambig,chr19,39405903.0,39421536.0,7.0,22.0,66.0,803000000.0,48.0,"skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",,,,,,,,7.5,7.7,8.5,7.9,7.1,8.5,6.7,Mitochondria;Nucleoplasm (Uncertain)
